5664593122101027.000000,-10179993440165.974609,-3874264176543.976074,4777818557.524783,2686713085.881703,1428689046.604774,
1229951485247889.750000,-2246733943732.284180,-783905024450.254761,1004265021.882702,790795205.458572,60332970.114435,
960854131267472.000000,-1730801861080.310547,-650825140176.989502,806766234.006055,478697541.681242,214676247.268719,
